0,0,0.92388,0.382683,1.92388,0.382683,2.7899,-0.117317,
0,0,0.932361,0.361529,1.93216,0.381716,2.7831,-0.143549,
0,0,0.940358,0.340186,1.93954,0.380553,2.77466,-0.169522,
0,0,0.947867,0.318667,1.94603,0.379196,2.7646,-0.195212,
0,0,0.954883,0.296982,1.95162,0.37765,2.75294,-0.220595,
0,0,0.961403,0.275143,1.95631,0.375916,2.73968,-0.245647,
0,0,0.967424,0.25316,1.9601,0.373998,2.72483,-0.270345,
0,0,0.972943,0.231047,1.96297,0.3719,2.70842,-0.294666,
0,0,0.977956,0.208813,1.96494,0.369624,2.69045,-0.318586,
0,0,0.98246,0.186471,1.966,0.367174,2.67095,-0.342085,
0,0,0.986455,0.164032,1.96614,0.364553,2.64992,-0.365141,
0,0,0.989937,0.141508,1.96538,0.361766,2.62739,-0.387731,
0,0,0.992905,0.11891,1.9637,0.358815,2.60337,-0.409836,
0,0,0.995357,0.0962509,1.96111,0.355705,2.57789,-0.431435,
0,0,0.997292,0.0735415,1.95761,0.352439,2.55096,-0.452507,
0,0,0.998709,0.0507939,1.9532,0.349021,2.52261,-0.473035,
0,0,0.999607,0.0280198,1.94789,0.345455,2.49286,-0.492999,
0,0,0.999986,0.00523126,1.94166,0.341745,2.46173,-0.51238,
0,0,0.999846,-0.01756,1.93454,0.337896,2.42925,-0.531162,
0,0,0.999186,-0.0403422,1.92651,0.33391,2.39544,-0.549327,
0,0,0.998007,-0.0631034,1.91759,0.329793,2.36032,-0.566859,
0,0,0.99631,-0.0858319,1.90777,0.325549,2.32393,-0.583742,
0,0,0.994095,-0.108516,1.89707,0.321182,2.28629,-0.599961,
0,0,0.991363,-0.131143,1.88548,0.316695,2.24743,-0.6155,
0,0,0.988117,-0.153703,1.87301,0.312095,2.20738,-0.630347,
0,0,0.984358,-0.176182,1.85967,0.307384,2.16616,-0.644488,
0,0,0.980087,-0.19857,1.84545,0.302568,2.12381,-0.65791,
0,0,0.975307,-0.220855,1.83038,0.297651,2.08035,-0.670602,
0,0,0.97002,-0.243025,1.81445,0.292637,2.03583,-0.682552,
0,0,0.964229,-0.265069,1.79768,0.287531,1.99026,-0.693749,
0,0,0.957938,-0.286975,1.78006,0.282337,1.94369,-0.704184,
0,0,0.951149,-0.308732,1.76161,0.277061,1.89614,-0.713848,
0,0,0.943866,-0.330329,1.74234,0.271706,1.84766,-0.722732,
0,0,0.936092,-0.351754,1.72225,0.266277,1.79826,-0.730829,
0,0,0.927833,-0.372997,1.70135,0.26078,1.74799,-0.738132,
0,0,0.937642,-0.347604,1.64982,0.35439,1.77624,-0.637588,
0,0,0.946756,-0.321953,1.59161,0.442351,1.79699,-0.536333,
0,0,0.955168,-0.296064,1.52727,0.524118,1.81029,-0.434997,
0,0,0.962873,-0.269955,1.45741,0.599202,1.81625,-0.334195,
0,0,0.969864,-0.243647,1.38267,0.667172,1.81504,-0.234523,
0,0,0.976137,-0.217158,1.30374,0.727658,1.80687,-0.136554,
0,0,0.981686,-0.190508,1.22133,0.780354,1.79199,-0.0408338,
0,0,0.986507,-0.163716,1.13617,0.82502,1.7707,0.0521218,
0,0,0.990598,-0.136804,1.04903,0.861488,1.74336,0.141834,
0,0,0.993955,-0.10979,0.960655,0.889655,1.71034,0.22786,
